site,morphotype,order,family,genus,species,specimen_number,measurer_comments,margin,petiole_width,petiole_area,blade_area,blade_perimeter,feret,minimum_feret,raw_blade_area,raw_blade_perimeter,internal_raw_blade_area,internal_raw_blade_perimeter,length_of_cut_perimeter,no_of_primary_teeth,no_of_subsidiary_teeth
Hubble Bubble,WW019 (Bristle Tip),,,,,WW019_553_01,,0,,,,,,,1.653,15.506,1.537,15.033,9.04,10,
Hubble Bubble,WW021 (NOT cercidiphyllum),,,,,WW021_224_03,,0,,,60.982,,8.89,,10.135,31.462,9.853,30.451,24.36,5,
Hubble Bubble,WW021 (Tiny Tooth),,,,,WW022_96_01,,0,,,11.59,,3.68,,2.662,16.133,2.629,15.751,11.62,7,
Hubble Bubble,WW024 (string vein),,,,,0503-264,,1,0.103,,8.062,,7.16,,8.062,,8.062,,,0,
Laguna del Hunco,TY017,Fabales,,,,LH02-0117 1,"taxonomy revised from that presented in Peppe et al. (2011) by Peter Wilf (personal communication, April 2026)",1,0.116736591,,5.27,,4.766,,5.27,,5.27,,,0,
Laguna del Hunco,TY017,Fabales,,,,LH02-0217 1,"taxonomy revised from that presented in Peppe et al. (2011) by Peter Wilf (personal communication, April 2026)",1,0.094885249,,4.501,,5.309,,4.501,,4.501,,,0,
Laguna del Hunco,TY017,Fabales,,,,LH02-1246,"taxonomy revised from that presented in Peppe et al. (2011) by Peter Wilf (personal communication, April 2026)",1,0.109198108,,7.859,,6.913,,7.859,,7.859,,,0,
Laguna del Hunco,TY018,Sapindales,Sapindaceae,“Schmidelia”,proedulis,LH13-1029,,0,,,2.546,,3.335,,1.881638101,9.920851115,1.663900902,8.220192952,2.646079532,12,
Laguna del Hunco,TY018,Sapindales,Sapindaceae,“Schmidelia”,proedulis,LH04-32,,0,,,23.888,,13.362,,21.764,31.501,20.181,26.815,1.41,24,
Laguna del Hunco,TY018,Sapindales,Sapindaceae,“Schmidelia”,proedulis,LH04-0163,,0,,,,,,,23.222,29.149,21.61,26.163,15.31,7,
Laguna del Hunco,TY018,Sapindales,Sapindaceae,“Schmidelia”,proedulis,BLANK14,,0,,,,,,,7.027,15.798,6.381,12.627,2.729,15,
Laguna del Hunco,TY018,Sapindales,Sapindaceae,“Schmidelia”,proedulis,BLANK15,,0,,,,,,,1.893,10.471,1.644,8.26,4.147,13,
Laguna del Hunco,TY018,Sapindales,Sapindaceae,“Schmidelia”,proedulis,LH06-0142,,0,,,18.407,,11.673,,3.184110657,12.51458429,2.848084649,11.59966653,7.45,5,
Laguna del Hunco,TY018,Sapindales,Sapindaceae,“Schmidelia”,proedulis,LH04-0092,,0,0.059972472,,,,,,5.346,12.224,4.857,10.46,1.377,9,
Laguna del Hunco,TY018,Sapindales,Sapindaceae,“Schmidelia”,proedulis,LH23-0037,,0,0.115342258,,,,,,2.103139316,11.05344093,1.837920143,8.829238698,4.523687998,14,
Laguna del Hunco,TY019,Fagales,Fagaceae,Castaneophyllum,patagonica,LH13-1109,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2019; https://doi.org/10.1126/science.aaw5139),0,0.296496517,,88.667,,19.371,,47.71718671,47.2705159,46.14088042,40.93835871,18.6399003,15,
Laguna del Hunco,TY019,Fagales,Fagaceae,Castaneophyllum,patagonica,LH15-1000,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2019; https://doi.org/10.1126/science.aaw5139),0,0.212,,74.612,,15.964,,75.25550808,56.48994184,70.84076606,40.32176069,0,28,
Laguna del Hunco,TY019,Fagales,Fagaceae,Castaneophyllum,patagonica,LH04-0089,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2019; https://doi.org/10.1126/science.aaw5139),0,,,,,,,36.84486141,34.3554171,35.50574563,33.07630043,7.71,18,
Laguna del Hunco,TY019,Fagales,Fagaceae,Castaneophyllum,patagonica,LH23-0038,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2019; https://doi.org/10.1126/science.aaw5139),0,,,21.339,,10.254,,10.00438186,18.26342565,9.639740894,17.96781357,8.715404167,11,
Laguna del Hunco,TY019,Fagales,Fagaceae,Castaneophyllum,patagonica,LH16-0001 ,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2019; https://doi.org/10.1126/science.aaw5139),0,,,22.746,,10.066,,18.96853574,23.36485524,18.51253875,21.68991378,5.82,18,
Laguna del Hunco,TY019,Fagales,Fagaceae,Castaneophyllum,patagonica,LH04-47-2,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2019; https://doi.org/10.1126/science.aaw5139),0,,,4.694,,4.262,,4.331,9.892,4.136,9.209,1.042,23,
Laguna del Hunco,TY019,Fagales,Fagaceae,Castaneophyllum,patagonica,LH04-1200,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2019; https://doi.org/10.1126/science.aaw5139),,0.230813169,,29.01,,9.557,,,,,,,,
Laguna del Hunco,TY020,Sapindales,Anacardiaceae,Dobineaites,ameghenoi,LH04-1319,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2024; https://doi.org/10.5710/AMGH.21.02.2024.3586),0,,,73.22,,13.899,,58.58521455,64.83218148,55.66634519,45.98573429,17.906327,60,4
Laguna del Hunco,TY020,Sapindales,Anacardiaceae,Dobineaites,ameghenoi,LH04-1038,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2024; https://doi.org/10.5710/AMGH.21.02.2024.3586),0,,,21.871,,7.969,,11.85439315,32.44041318,11.26526778,28.60648051,18.59,32,
Laguna del Hunco,TY020,Sapindales,Anacardiaceae,Dobineaites,ameghenoi,LH04-1155,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2024; https://doi.org/10.5710/AMGH.21.02.2024.3586),0,0.127,,8.645,,6.312,,5.811128594,19.50361902,5.518164725,17.70885139,8.42,28,1
Laguna del Hunco,TY020,Sapindales,Anacardiaceae,Dobineaites,ameghenoi,LH13-0050,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2024; https://doi.org/10.5710/AMGH.21.02.2024.3586),0,0.064484542,,8.296,,3.805,,3.702116152,9.239999333,3.531279868,7.77879519,4.537660971,15,
Laguna del Hunco,TY020,Sapindales,Anacardiaceae,Dobineaites,ameghenoi,LH17-0002,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2024; https://doi.org/10.5710/AMGH.21.02.2024.3586),0,,,9.541,,5.915,,4.188418414,13.09021422,3.954694419,12.18189384,7.4,6,
Laguna del Hunco,TY020,Sapindales,Anacardiaceae,Dobineaites,ameghenoi,LH17-1004,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2024; https://doi.org/10.5710/AMGH.21.02.2024.3586),0,0.092850923,,20.272,,6.946,,9.974570781,21.80381364,9.530392429,20.05526548,12.14,15,
Laguna del Hunco,TY020,Sapindales,Anacardiaceae,Dobineaites,ameghenoi,LH02-1083,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2024; https://doi.org/10.5710/AMGH.21.02.2024.3586),0,0.051559623,,11.951,,7.588,,11.05409339,20.16236216,10.46125769,15.65753038,1.909688196,30,2
Laguna del Hunco,TY020,Sapindales,Anacardiaceae,Dobineaites,ameghenoi,LH03-0016,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2024; https://doi.org/10.5710/AMGH.21.02.2024.3586),0,,,12.837,,6.47,,8.374727833,18.79329033,8.031121356,17.13773088,10.47,13,1
Laguna del Hunco,TY020,Sapindales,Anacardiaceae,Dobineaites,ameghenoi,LH20-0046,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2024; https://doi.org/10.5710/AMGH.21.02.2024.3586),0,,,84.417,,17.944,,35.98424659,51.68831048,34.54901397,47.61130792,33.93,23,
Laguna del Hunco,TY020,Sapindales,Anacardiaceae,Dobineaites,ameghenoi,LH04-0123,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2024; https://doi.org/10.5710/AMGH.21.02.2024.3586),0,,,23.742,,9.864,,10.20109319,20.38138444,9.958955793,19.17527238,11.96,20,
Laguna del Hunco,TY020,Sapindales,Anacardiaceae,Dobineaites,ameghenoi,LH17-0049,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2024; https://doi.org/10.5710/AMGH.21.02.2024.3586),0,,,20.258,,8.063,,5.700521752,12.7131636,5.486787385,12.02011814,6.78,12,2
Laguna del Hunco,TY021,Myrtales,Myrtaceae,Eucalyptus,freguelliana,LH13-1468,taxonomy revised from that presented in Peppe et al. (2011) by Hermsen et al. (2012; https://doi.org/10.3732/ajb.1200025),1,,,9.049,,9.004,,9.049,,9.049,,,0,
Laguna del Hunco,TY021,Myrtales,Myrtaceae,Eucalyptus,freguelliana,"LH13-1259, LH13-1260",taxonomy revised from that presented in Peppe et al. (2011) by Hermsen et al. (2012; https://doi.org/10.3732/ajb.1200025),1,,,17.481,,8.754,,17.481,,17.481,,,0,
Laguna del Hunco,TY021,Myrtales,Myrtaceae,Eucalyptus,freguelliana,LH13-0019,taxonomy revised from that presented in Peppe et al. (2011) by Hermsen et al. (2012; https://doi.org/10.3732/ajb.1200025),1,0.140483464,,8.278,,9.267,,8.278,,8.278,,,0,
Laguna del Hunco,TY022,Myrtales,Myrtaceae,,,LH02-1034,"taxonomy revised from that presented in Peppe et al. (2011) by Peter Wilf (personal communication, April 2026)",1,,,10.016,,9.027,,10.016,,10.016,,,0,
Laguna del Hunco,TY022,Myrtales,Myrtaceae,,,LH04-0087,"taxonomy revised from that presented in Peppe et al. (2011) by Peter Wilf (personal communication, April 2026)",1,,,30.569,,13.296,,30.569,,30.569,,,0,
Laguna del Hunco,TY022,Myrtales,Myrtaceae,,,BLANK16,"taxonomy revised from that presented in Peppe et al. (2011) by Peter Wilf (personal communication, April 2026)",1,,,8.682,,7.283,,8.682,,8.682,,,0,
Laguna del Hunco,TY023,Malvales,Malvaceae,,,LH11-0001,,1,,,52.418,,11.693,,52.418,,52.418,,,0,
Laguna del Hunco,TY023,Malvales,Malvaceae,,,LH04-0091,,1,0.073089802,,19.232,,6.753,,19.232,,19.232,,,0,
Laguna del Hunco,TY023,Malvales,Malvaceae,,,LH06-0167,,0,,,26.635,,8.351,,26.635,28.593,26.368,27.867,0,1,
Laguna del Hunco,TY023,Malvales,Malvaceae,,,LH15-0017,,1,0.169214582,,36.875,,14.192,,36.875,,36.875,,,0,
Laguna del Hunco,TY023,Malvales,Malvaceae,,,LHF-0016,,1,,,11.213,,5.87,,11.213,,11.213,,,0,
Laguna del Hunco,TY023,Malvales,Malvaceae,,,LH04-0106,,1,0.12185303,,11.057,,7.194,,11.057,,11.057,,,0,
Laguna del Hunco,TY024,Sapindales,,,,LH17-0001,,0,,,40.573,,12.596,,7.910505768,15.11530003,7.739062691,14.40810616,6.75,4,
Laguna del Hunco,TY024,Sapindales,,,,LH17-0033,,0,,,,,,,4.048794633,12.8152621,3.410613619,10.46444672,5.834966748,4,
Laguna del Hunco,TY025,Rosales,Rhamnaceae,“Rhamnidium”,,LH04-1129,,0,,,5.181,,4.693,,3.348726886,10.85029422,3.319040575,10.18409778,4.73,28,
Laguna del Hunco,TY025,Rosales,Rhamnaceae,“Rhamnidium”,,LH04-0042,,0,,,,,,,5.236068798,13.38363615,5.21243601,12.94744745,5.78,10,
Laguna del Hunco,TY025,Rosales,Rhamnaceae,“Rhamnidium”,,LH04-0153,,0,,,5.885,,5.904,,1.833147161,8.617402501,1.819032191,8.386891597,5.35,8,
Laguna del Hunco,TY025,Rosales,Rhamnaceae,“Rhamnidium”,,LH04-1156,,0,,,15.683,,8.837,,15.38609533,19.11544794,15.38202761,19.04374016,1.033070029,8,
Laguna del Hunco,TY025,Rosales,Rhamnaceae,“Rhamnidium”,,LH04-1174,,0,,,7.663,,5.742,,4.738465947,11.33648187,4.716232819,11.05892094,4.44,13,
Laguna del Hunco,TY025,Rosales,Rhamnaceae,“Rhamnidium”,,LH04-1175 ,,0,,,9.925,,5.749,,7.405558542,13.67770923,7.350167312,13.10505871,4.05,21,
Laguna del Hunco,TY025,Rosales,Rhamnaceae,“Rhamnidium”,,LH06-0001,,0,,,25.12,,8.627,,2.969463522,7.214305566,2.964635139,7.142435488,2.287674814,6,
Laguna del Hunco,TY025,Rosales,Rhamnaceae,“Rhamnidium”,,LH04-0212,,,0.062830534,,4.616,,5.297,,,,,,,,
Laguna del Hunco,TY025,Rosales,Rhamnaceae,“Rhamnidium”,,LH04-03a,,0,0.149684299,,21.491,,8.722,,18.645,23.234,18.358,21.485,5.935,47,
Laguna del Hunco,TY025,Rosales,Rhamnaceae,“Rhamnidium”,,LH04-19,,0,,,12.577,,7.408,,4.659,10.671,4.613,10.417,5.673,14,
Laguna del Hunco,TY025,Rosales,Rhamnaceae,“Rhamnidium”,,LH04-1156,,,0.121249206,,18.82,,9.832,,,,,,,,
Laguna del Hunco,TY026,Proteales,Proteaceae,"""Lomatia""",preferruginea,LH15-0024,,0,,,11.829,,9.855,,9.161,28.556,8.93,26.343,5.218,12,
Laguna del Hunco,TY026,Proteales,Proteaceae,"""Lomatia""",preferruginea,LH15-0087,,0,,,11.829,,,,3.077,13.199,2.883,11.788,2.742,7,
Laguna del Hunco,TY026,Proteales,Proteaceae,"""Lomatia""",preferruginea,LH15-0087,,0,,,11.829,,,,2.559,12.112,2.351,10.439,3.093,8,
Laguna del Hunco,TY026,Proteales,Proteaceae,"""Lomatia""",preferruginea,LH15-0091,,0,,,6.164,,9.072,,4.663,20.637,4.296,16.578,2.338,16,
Laguna del Hunco,TY027,,,,,LH02-0001,,0,0.113902515,,7.525,,6.677,,6.093364944,18.95363402,5.930030883,16.43346743,4.8728725,61,
Laguna del Hunco,TY028,Laurales,Monimiaceae,Monimiophyllum,callidentatum,LH02-0196,taxonomy revised from that presented in Peppe et al. (2011) by Knight and Wilf (2013; https://doi.org/10.26879/386),1,0.097829927,,15.466,,7.038,,15.466,,15.466,,,0,
Laguna del Hunco,TY029,Laurales,Atherospermataceae,Atherospermophyllum,guinazui,LH22-0021,taxonomy revised from that presented in Peppe et al. (2011) by Knight and Wilf (2013; https://doi.org/10.26879/386),0,0.378402999,,50.156,,12.943,,21.96318692,36.43363948,21.39791719,30.62729982,18.7,20,
Laguna del Hunco,TY029,Laurales,Atherospermataceae,Atherospermophyllum,guinazui,LH23-0045,taxonomy revised from that presented in Peppe et al. (2011) by Knight and Wilf (2013; https://doi.org/10.26879/386),0,,,23.064,,8.004,,18.28781089,27.40967462,17.81574107,22.61914289,10.93,39,
Laguna del Hunco,TY029,Laurales,Atherospermataceae,Atherospermophyllum,guinazui,LH13-1130,taxonomy revised from that presented in Peppe et al. (2011) by Knight and Wilf (2013; https://doi.org/10.26879/386),0,0.289564661,,46.632,,12.162,,17.62539311,41.71764758,16.99692527,36.92969049,25.98,25,3
Laguna del Hunco,TY029,Laurales,Atherospermataceae,Atherospermophyllum,guinazui,LH13-1323,taxonomy revised from that presented in Peppe et al. (2011) by Knight and Wilf (2013; https://doi.org/10.26879/386),0,0.211986661,,18.004,,9.199,,14.00748305,28.6706837,13.70273766,24.3155416,9.42,61,
Laguna del Hunco,TY029,Laurales,Atherospermataceae,Atherospermophyllum,guinazui,LH13-1092,taxonomy revised from that presented in Peppe et al. (2011) by Knight and Wilf (2013; https://doi.org/10.26879/386),0,,,13.801,,7.856,,4.24184043,12.46677367,4.195242852,11.78860164,8.05,9,
Laguna del Hunco,TY030,,,,,LH04-1162,,1,0.234521355,,28.28,,8.696,,28.28,,28.28,,,0,
Laguna del Hunco,TY030,,,,,LH13-1424,,1,,,34.786,,11.409,,34.786,,34.786,,,0,
Laguna del Hunco,TY032,,,,,LH13-0001,,0,0.184100551,,79.912,,13.834,,24.33444067,31.2296135,23.84210135,26.52654057,19.27,34,8
Laguna del Hunco,TY032,,,,,LH13-1171,,0,,,64.47,,13.9927,,10.05777099,13.96920764,9.948670861,13.37018671,10.74587728,11,
Laguna del Hunco,TY032,,,,,LH13-0212,,0,,,33.581,,8.678,,7.505568177,24.51809427,7.382551016,23.20226123,19.05,21,
Laguna del Hunco,TY035,,,“Banara”,prehernandiensis,LH06-1107,,0,0.100685904,,,,,,4.888143272,22.19604314,4.660292357,19.43779931,11.73,42,
Laguna del Hunco,TY035,,,“Banara”,prehernandiensis,LH02-0259,,0,,,21.032,,9.99,,9.778355879,25.70172112,9.624365895,24.67878409,15.12,26,
Laguna del Hunco,TY035,,,“Banara”,prehernandiensis,LH02-0002,,0,,,13.612,,5.981,,7.223394151,16.55559383,7.134954566,15.90366912,12.06,18,
Laguna del Hunco,TY035,,,“Banara”,prehernandiensis,LH06-1185,,0,0.133106031,,15.364,,6.847,,5.2234203,16.20748033,5.118701594,14.84163394,10.8,20,
Laguna del Hunco,TY036,,,,,LH02-0096,,1,,,15.723,,4.875,,15.723,,15.723,,,0,
Laguna del Hunco,TY038,,,,,LH02-0152,,0,,,6.453,,7.335,,4.789719166,18.53090246,4.483494827,15.45874182,5.3131778,26,
Laguna del Hunco,TY038,,,,,LH02-0219,,0,,,,,,,29.485,26.668,28.475,24.061,12.495,14,
Laguna del Hunco,TY038,,,,,LH13-0118,,0,,,,,,,5.938,11.243,5.81,10.557,6.797,9,
Laguna del Hunco,TY038,,,,,LH13-1054,,0,,,,,,,2.409,8.465,2.207,7.424,4.357,8,
Laguna del Hunco,TY038,,,,,LH13-0271 ,,,0.223736434,,12.488,,8.826,,,,,,,,
Laguna del Hunco,TY038,,,,,LH13-0271,,0,0.115253032,,12.719,,8.935,,11.25979085,24.0477407,10.72819547,20.5203566,3.3811209,45,
Laguna del Hunco,TY041,Myrtales,Myrtaceae,"""Myrica""",deltoidea,LH02-1208,"taxonomy revised from that presented in Peppe et al. (2011) by Peter Wilf (personal communication, April 2026)",1,,,4.257,,4.028,,4.257,,4.257,,,0,
Laguna del Hunco,TY041,Myrtales,Myrtaceae,"""Myrica""",deltoidea,LH02-1267,"taxonomy revised from that presented in Peppe et al. (2011) by Peter Wilf (personal communication, April 2026)",1,0.222865412,,9.262,,6.88,,9.262,,9.262,,,0,
Laguna del Hunco,TY041,Myrtales,Myrtaceae,"""Myrica""",deltoidea,LH22-0028,"taxonomy revised from that presented in Peppe et al. (2011) by Peter Wilf (personal communication, April 2026)",1,,,9.059,,5.583,,9.059,,9.059,,,0,
Laguna del Hunco,TY042,,,“Banara”,prehernandiensis,LH04-0194,,0,,,9.905,,6.114,,6.95177684,19.43879754,6.808082185,17.69887593,7.25,42,
Laguna del Hunco,TY042,,,“Banara”,prehernandiensis,LH06-0160,,0,0.185887384,,26.596,,10.237,,11.96250172,26.97040732,11.74341834,25.01471121,13.39,29,
Laguna del Hunco,TY042,,,“Banara”,prehernandiensis,LH04-1096,,0,0.12131041,,9.728,,6.405,,7.305573713,13.532209,7.19416306,11.96398696,4.293676028,26,
Laguna del Hunco,TY042,,,“Banara”,prehernandiensis,LH04-1256,,0,,,10.816,,6.087,,7.918129541,24.89270029,7.695905045,19.78184029,11,57,
Laguna del Hunco,TY042,,,“Banara”,prehernandiensis,LH04-0093,,0,0.100957052,,9.618,,7.179,,7.710930525,19.31217727,7.575206964,18.01451825,8.26,32,
Laguna del Hunco,TY042,,,“Banara”,prehernandiensis,LH04-0128,,0,0.155662932,,16.427,,7.892,,9.661926242,21.02179755,9.519988981,19.18446448,9.85,25,
Laguna del Hunco,TY042,,,“Banara”,prehernandiensis,LH17-0021,,,0.083892232,,16.318,,8.368,,,,,,,,
Laguna del Hunco,TY042,,,“Banara”,prehernandiensis,LH04-0018,,0,,,16.453,,9.461,,6.670459224,18.30900584,6.493808468,16.92710696,8.28,23,
Laguna del Hunco,TY042,,,“Banara”,prehernandiensis,LH04-0222,,0,0.161236706,,9.459,,5.501,,5.987037819,14.04845561,5.902049655,12.76553569,6.025896899,20,
Laguna del Hunco,TY043,Apiales,Escalloniaceae,Escallonia,,LH02-0075,,0,,,8.452,,6.979,,3.397850947,13.88943838,3.31015969,10.93563177,6.62,48,9
Laguna del Hunco,TY043,Apiales,Escalloniaceae,Escallonia,,LH02-0006,,0,,,15.292,,8.54,,7.290574292,20.32683398,7.169847203,17.36869733,7.49,49,3
Laguna del Hunco,TY043,Apiales,Escalloniaceae,Escallonia,,LH02-0031,,0,0.073603382,,17.827,,7.447,,2.790001087,11.78286327,2.712033226,10.47006615,8.57,13,
Laguna del Hunco,TY043,Apiales,Escalloniaceae,Escallonia,,LH02-0075,,,,,1.253,,2.616,,,,,,,,
Laguna del Hunco,TY043,Apiales,Escalloniaceae,Escallonia,,LH02-0153,,0,0.089732296,,16.137,,8.792,,6.545529381,20.34408466,6.445603845,17.91949937,10.48,43,
Laguna del Hunco,TY043,Apiales,Escalloniaceae,Escallonia,,LH02-1088,,,,,4.606,,4.338,,,,,,,,
Laguna del Hunco,TY043,Apiales,Escalloniaceae,Escallonia,,LH18-0020,,,,,8.196,,6.203,,,,,,,,
Laguna del Hunco,TY043,Apiales,Escalloniaceae,Escallonia,,LH02-0031,,,,,21.23,,7.859,,,,,,,,
Laguna del Hunco,TY043,Apiales,Escalloniaceae,Escallonia,,LH02-0153,,,0.084198246,,18.376,,9.336,,,,,,,,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,BLANK17,,,,,12.671,,10.74,,,,,,,,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH04-1047,,,,,15.276,,11.416,,,,,,,,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH04-1047,,,,,29.999,,13.204,,,,,,,,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH04-10,,0,,,37.305,,12.902,,36.178,70.381,34.485,65.269,7.25,43,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH04-1163,,,,,13.942,,8.573,,,,,,,,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH04-1106,,,,,7.367,,8.787,,,,,,,,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH02-1037,,,,,4.939,,6.635,,,,,,,,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH13-1374,,,0.108,,3.494,,5.015,,,,,,,,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH02-0040,,,0.123858719,,4.46,,4.969,,,,,,,,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH04-0112,,,,,7.804,,6.972,,,,,,,,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH04-1251,,0,,,13.894,,9.519,,11.07692258,47.50512277,10.47037142,40.27874518,9.5530872,43,1
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH02-0325,,,,,11.532,,6.372,,,,,,,,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH02-0327,,0,0.088583959,,11.87,,9.957,,5.394245097,16.43220049,5.059546805,15.67000329,4.97,10,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LHF-0040,,0,,,6.5551,,6.579,,3.913942724,29.52438674,3.835779485,27.91843393,4.62,37,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH02-1036,,0,,,11.347,,8.971,,9.957500107,37.77325416,9.653810969,34.48801213,5.66,39,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH04-1044,,0,,,7.214,,6.085,,4.21776468,20.89481143,4.126837167,19.36280377,10.53,20,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH04-1254,,0,,,8.866,,6.713,,5.510143026,13.05945903,5.114268082,11.55983294,4.58,9,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH15-1008,,0,,,14.13,,10.783,,12.02299072,43.38493131,11.63032591,40.22867908,4.52,34,
Laguna del Hunco,TY044,Proteales,Proteaceae,"""Lomatia""",occidentalis,LH02-0014,,0,,,43.176,,12.749,,21.14844563,48.38474546,20.40719303,44.92696722,13.51,17,1
Laguna del Hunco,TY045,,,,,LH04-1222,,0,,,,,,,7.357738447,11.22015067,7.118778341,10.71234525,7.8,1,
Laguna del Hunco,TY045,,,,,LH02-0010,,0,,,,,,,17.94322474,18.79829635,16.2621048,16.2479646,7.499366184,2,
Laguna del Hunco,TY046,Malphigales,Euphorbiaceae,Macaranga,kirkjohnsonii,LH04-1035,taxonomy revised from that presented in Peppe et al. (2011) by Wilf et al. (2023; https://doi.org/10.1002/ajb2.16169),1,0.268669055,,42.022,,9.007,,42.022,,42.022,,,0,
Laguna del Hunco,TY048,,,,,LH12-0001,,0,,,21.627,,9.799,,5.143470293,10.98233651,4.724978044,9.477820365,6.27,4,
Laguna del Hunco,TY053,,,,,LH23-0045,,1,,,22.398,,7.064,,22.398,,22.398,,,0,
Laguna del Hunco,TY054,,,,,LH02-0110 ,,1,,,4.898,,5.103,,4.898,,4.898,,,0,
Laguna del Hunco,TY054,,,,,LH02-1080 ,,1,,,6.652,,6.414,,6.652,,6.652,,,0,
Laguna del Hunco,TY054,,,,,LH06-0027,,1,,,8.371,,8.763,,8.371,,8.371,,,0,
Laguna del Hunco,TY056,,,,,LH06-0292,,1,,,21.624,,9.537,,21.624,,21.624,,,0,
Laguna del Hunco,TY056,,,,,LH04-0178,,1,0.089770205,,12.35,,9.945,,12.35,,12.35,,,0,
Laguna del Hunco,TY056,,,,,LH13-1072,,1,0.190723757,,28.995,,11.418,,28.995,,28.995,,,0,
Laguna del Hunco,TY056,,,,,LH06-1304,,1,,,11.545,,6.007,,11.545,,11.545,,,0,
Laguna del Hunco,TY056,,,,,LH04-1146,,1,,,19.59,,10.302,,19.59,,19.59,,,0,
Laguna del Hunco,TY057,,,,,LH19-0001,,0,0.265556796,,46.719,,9.753,,5.497969807,15.89466203,5.270536179,14.87934655,7.34,12,
Laguna del Hunco,TY057,,,,,LH13-1061,,0,0.139844367,,29.893,,9.445,,10.11496968,15.77456949,9.95751676,15.13198023,6.08779182,9,
Laguna del Hunco,TY057,,,,,LH13-1145,,0,0.161202982,,,,,,7.643671875,20.05753471,7.489492188,19.08238229,13.37,12,
Laguna del Hunco,TY058,,,,,LH15-0036,,0,0.115845127,,4.416,,5.395,,0.332535652,3.312770141,0.328534391,3.160788675,1.73,4,
Laguna del Hunco,TY059,,,,,LH04-0161,,1,,,12.547,,6.198,,12.547,,12.547,,,0,
Laguna del Hunco,TY060,,,,,LH25-0015,,1,0.148003717,,10.596,,6.754,,10.596,,10.596,,,0,
Laguna del Hunco,TY061,,Atherospermataceae,“Myrica”,mira,LH06-1002,"taxonomy revised from that presented in Peppe et al. (2011) by Peter Wilf (personal communication, April 2026)",0,0.099004332,,9.448,,8.616,,8.108510439,24.26920785,7.739095637,21.78711033,4.8309886,34,
Laguna del Hunco,TY061,,Atherospermataceae,“Myrica”,mira,LH06-0170,"taxonomy revised from that presented in Peppe et al. (2011) by Peter Wilf (personal communication, April 2026)",0,,,14.002,,10.309,,9.167908341,20.43080778,9.018355651,18.93348124,10.32,16,
Laguna del Hunco,TY061,,Atherospermataceae,“Myrica”,mira,LH06-1001,"taxonomy revised from that presented in Peppe et al. (2011) by Peter Wilf (personal communication, April 2026)",,,,17.191,,12.11,,,,,,,,
Laguna del Hunco,TY061,,Atherospermataceae,“Myrica”,mira,LH06-1065,"taxonomy revised from that presented in Peppe et al. (2011) by Peter Wilf (personal communication, April 2026)",0,0.14304257,,19.863,,11.119,,6.096893113,20.13225335,5.887154562,18.77762827,12.74,19,
